wallclock,roomId,roundId,mode,clientId,name,label,result,reason,R_ms,opponentR_ms,diff_ms,flying,noInput,disconnected,invalidReason,forged,synthetic,extraTaps,serverElapsed_ms,rttMedian_ms,rttP95_ms,rttJitter_ms,residual_ms,recvToPaint_ms,inputToHandler_ms,frameInterval_ms,refreshHz_est,visibilityOk,W_ms,delayUp_ms,delayDown_ms
2026-09-12T15:34:49.410Z,demo,1,duel,c1,A,mac-chrome-A,win,反応が速い,200.5,230.6,30.1,false,false,false,,false,true,0,216.98,1.3,2,0.45,15.18,5.1,0,8.3,120,true,3545.87,0,0
2026-09-12T15:34:49.410Z,demo,1,duel,c2,B,mac-chrome-B,lose,反応が速い,230.6,200.5,30.1,false,false,false,,false,true,0,366.3,123.4,124.5,0.72,12.3,2,0,8.3,120,true,3545.87,60,60
2026-09-12T15:35:30.343Z,demo,2,duel,c1,A,mac-chrome-A,void,無効試合: 整合性違反(residual=125.75ms),201,120,81,false,false,false,,false,true,0,210.81,1.4,2,0.48,8.41,-0.2,0,8.3,120,true,2963.53,0,0
2026-09-12T15:35:30.343Z,demo,2,duel,c2,B,mac-chrome-B,void,無効試合: 整合性違反(residual=125.75ms),120,201,81,false,false,false,整合性違反(residual=125.75ms),true,true,0,369.4,123.65,124.6,0.71,125.75,5.4,0,8.3,120,true,2963.53,60,60
